# hostname;interval;timestamp;CPU;%user;%nice;%system;%iowait;%steal;%idle
axle;60;1415325796;28;1.32;0.00;0.60;0.00;0.00;98.07
axle;60;1415325796;29;0.25;0.00;1.10;0.05;0.00;98.60
axle;60;1415325796;30;1.45;0.00;0.47;0.22;0.00;97.86
axle;60;1415325796;31;4.00;0.00;0.45;0.00;0.00;95.55
axle;60;1415325796;32;0.00;0.00;0.00;0.00;0.00;100.00
axle;60;1415325796;33;0.02;0.00;0.03;0.00;0.00;99.95
axle;60;1415325796;34;0.00;0.00;0.02;0.00;0.00;99.98
axle;60;1415325796;35;0.00;0.00;0.00;0.00;0.00;100.00
axle;60;1415325796;36;0.02;0.00;0.00;0.00;0.00;99.98
axle;60;1415325796;37;0.00;0.00;0.00;0.00;0.00;100.00
axle;60;1415325796;38;0.00;0.00;0.00;0.00;0.00;100.00
axle;60;1415325796;39;0.00;0.00;0.00;0.00;0.00;100.00
axle;60;1415325796;40;0.00;0.00;0.00;0.00;0.00;100.00
axle;60;1415325796;41;0.02;0.00;0.05;0.00;0.00;99.93
axle;60;1415325796;42;0.02;0.00;0.00;0.00;0.00;99.98
axle;60;1415325796;43;0.00;0.00;0.00;0.00;0.00;100.00
axle;60;1415325796;44;0.00;0.00;0.02;0.00;0.00;99.98
axle;60;1415325796;45;0.00;0.00;0.00;0.00;0.00;100.00
axle;60;1415325796;46;0.00;0.00;0.00;0.00;0.00;100.00
axle;60;1415325796;47;0.00;0.00;0.00;0.00;0.00;100.00
axle;60;1415325796;48;0.00;0.00;0.00;0.00;0.00;100.00
axle;60;1415325796;49;0.03;0.00;0.33;0.00;0.00;99.63
axle;60;1415325796;50;0.00;0.00;0.00;0.00;0.00;100.00
axle;60;1415325796;51;0.00;0.00;0.00;0.00;0.00;100.00
axle;60;1415325796;52;0.00;0.00;0.00;0.00;0.00;100.00
axle;60;1415325796;53;0.00;0.00;0.00;0.00;0.00;100.00
axle;60;1415325796;54;0.00;0.00;0.00;0.00;0.00;100.00
axle;60;1415325796;55;0.00;0.00;0.00;0.00;0.00;100.00
axle;60;1415325796;56;0.00;0.00;0.00;0.00;0.00;100.00
axle;60;1415325796;57;0.08;0.00;0.00;0.00;0.00;99.92
axle;60;1415325796;58;0.00;0.00;0.00;0.00;0.00;100.00
axle;60;1415325796;59;0.00;0.00;0.00;0.00;0.00;100.00
axle;60;1415325796;60;0.00;0.00;0.00;0.00;0.00;100.00
axle;60;1415325796;61;0.00;0.00;0.00;0.00;0.00;100.00
axle;60;1415325796;62;0.00;0.00;0.00;0.00;0.00;100.00
axle;60;1415325796;63;0.28;0.00;0.05;2.55;0.00;97.12
axle;60;1415325856;-1;3.13;0.00;0.28;0.06;0.00;96.53
axle;60;1415325856;0;0.00;0.00;0.00;0.00;0.00;100.00
axle;60;1415325856;1;0.02;0.00;0.02;0.00;0.00;99.97
axle;60;1415325856;2;0.00;0.00;0.02;0.00;0.00;99.98
axle;60;1415325856;3;0.05;0.00;0.07;0.00;0.00;99.88
axle;60;1415325856;4;0.00;0.00;0.00;0.00;0.00;100.00
axle;60;1415325856;5;0.02;0.00;0.00;0.00;0.00;99.98
axle;60;1415325856;6;0.00;0.00;0.00;0.00;0.00;100.00
axle;60;1415325856;7;0.00;0.00;0.00;0.00;0.00;100.00
axle;60;1415325856;8;0.00;0.00;0.05;0.00;0.00;99.95
axle;60;1415325856;9;0.03;0.00;0.05;0.00;0.00;99.92
axle;60;1415325856;10;0.03;0.00;0.05;0.00;0.00;99.92
axle;60;1415325856;11;0.00;0.00;0.02;0.00;0.00;99.98
axle;60;1415325856;12;0.00;0.00;0.40;1.18;0.00;98.42
axle;60;1415325856;13;5.99;0.00;0.55;0.00;0.00;93.46
axle;60;1415325856;14;0.00;0.00;0.05;0.28;0.00;99.67
axle;60;1415325856;15;0.00;0.00;0.00;0.00;0.00;100.00
axle;60;1415325856;16;84.18;0.00;7.33;0.02;0.00;8.47
axle;60;1415325856;17;0.03;0.00;0.30;0.77;0.00;98.90
axle;60;1415325856;18;0.00;0.00;0.02;0.00;0.00;99.98
axle;60;1415325856;19;0.02;0.00;0.00;0.00;0.00;99.98
axle;60;1415325856;20;0.00;0.00;0.00;0.00;0.00;100.00
axle;60;1415325856;21;0.02;0.00;0.00;0.00;0.00;99.98
axle;60;1415325856;22;0.93;0.00;2.22;0.03;0.00;96.82
axle;60;1415325856;23;0.15;0.00;0.83;0.03;0.00;98.98
axle;60;1415325856;24;99.65;0.00;0.30;0.00;0.00;0.05
axle;60;1415325856;25;0.92;0.00;0.47;0.00;0.00;98.61
axle;60;1415325856;26;0.07;0.00;2.45;0.13;0.00;97.35
axle;60;1415325856;27;0.37;0.00;0.27;0.00;0.00;99.36
axle;60;1415325856;28;0.43;0.00;0.33;0.00;0.00;99.23
axle;60;1415325856;29;0.07;0.00;0.07;0.00;0.00;99.87
axle;60;1415325856;30;0.05;0.00;0.13;0.00;0.00;99.82
axle;60;1415325856;31;0.00;0.00;0.00;0.00;0.00;100.00
axle;60;1415325856;32;0.00;0.00;0.00;0.00;0.00;100.00
axle;60;1415325856;33;0.00;0.00;0.02;0.00;0.00;99.98
axle;60;1415325856;34;0.00;0.00;0.00;0.00;0.00;100.00
axle;60;1415325856;35;0.00;0.00;0.00;0.00;0.00;100.00
axle;60;1415325856;36;0.00;0.00;0.02;0.00;0.00;99.98
axle;60;1415325856;37;0.00;0.00;0.00;0.00;0.00;100.00
axle;60;1415325856;38;0.00;0.00;0.02;0.00;0.00;99.98
axle;60;1415325856;39;0.00;0.00;0.00;0.00;0.00;100.00
axle;60;1415325856;40;0.00;0.00;0.00;0.00;0.00;100.00
axle;60;1415325856;41;0.03;0.00;0.07;0.00;0.00;99.90
axle;60;1415325856;42;0.00;0.00;0.00;0.00;0.00;100.00
axle;60;1415325856;43;0.02;0.00;0.00;0.00;0.00;99.98
axle;60;1415325856;44;0.00;0.00;0.00;0.00;0.00;100.00
axle;60;1415325856;45;0.00;0.00;0.00;0.00;0.00;100.00
axle;60;1415325856;46;0.00;0.00;0.00;0.00;0.00;100.00
axle;60;1415325856;47;0.00;0.00;0.00;0.00;0.00;100.00
axle;60;1415325856;48;0.00;0.00;0.00;0.00;0.00;100.00
axle;60;1415325856;49;0.02;0.00;0.37;0.00;0.00;99.62
axle;60;1415325856;50;0.00;0.00;0.00;0.00;0.00;100.00
axle;60;1415325856;51;0.00;0.00;0.00;0.00;0.00;100.00
axle;60;1415325856;52;0.00;0.00;0.00;0.00;0.00;100.00
axle;60;1415325856;53;0.00;0.00;0.00;0.00;0.00;100.00
axle;60;1415325856;54;0.00;0.00;0.00;0.00;0.00;100.00
axle;60;1415325856;55;0.02;0.00;0.00;0.00;0.00;99.98
axle;60;1415325856;56;0.00;0.00;0.00;0.00;0.00;100.00
axle;60;1415325856;57;0.10;0.00;0.03;0.00;0.00;99.87
axle;60;1415325856;58;0.00;0.00;0.00;0.00;0.00;100.00
axle;60;1415325856;59;0.00;0.00;0.00;0.00;0.00;100.00
axle;60;1415325856;60;0.00;0.00;0.02;0.00;0.00;99.98
axle;60;1415325856;61;0.00;0.00;0.00;0.00;0.00;100.00
axle;60;1415325856;62;0.00;0.00;0.00;0.00;0.00;100.00
axle;60;1415325856;63;7.31;0.00;1.18;1.17;0.00;90.34
axle;60;1415325916;-1;2.84;0.00;0.42;0.35;0.00;96.38
axle;60;1415325916;0;0.00;0.00;0.00;0.00;0.00;100.00
axle;60;1415325916;1;0.00;0.00;0.00;0.00;0.00;100.00
axle;60;1415325916;2;0.00;0.00;0.02;0.00;0.00;99.98
axle;60;1415325916;3;0.00;0.00;0.02;0.00;0.00;99.98
axle;60;1415325916;4;0.00;0.00;0.02;0.00;0.00;99.98
axle;60;1415325916;5;0.00;0.00;0.00;0.00;0.00;100.00
axle;60;1415325916;6;0.02;0.00;0.02;0.00;0.00;99.97
axle;60;1415325916;7;0.00;0.00;0.00;0.00;0.00;100.00
axle;60;1415325916;8;1.87;0.00;0.20;0.00;0.00;97.93
axle;60;1415325916;9;0.03;0.00;1.26;5.51;0.00;93.21
