# hostname;interval;timestamp;kbmemfree;kbmemused;%memused;kbbuffers;kbcached;kbcommit;%commit;kbactive;kbinact
axle;60;1415325616;35566964;228552592;86.53;376284;205685040;90903928;33.21;137662788;81228580
axle;60;1415325676;30519616;233599940;88.44;405052;210925044;90612972;33.11;143292936;80551096
axle;60;1415325736;28851340;235268216;89.08;405292;212891504;90356452;33.01;146318188;79211228
axle;60;1415325796;26906592;237212964;89.81;405548;214839516;90356452;33.01;149759312;77717720
axle;60;1415325856;24959684;239159872;90.55;405916;216787968;90356452;33.01;153216968;76208552
axle;60;1415325916;22294076;241825480;91.56;406140;217624888;92198240;33.69;156023544;76084832
axle;60;1415325976;19835692;244283864;92.49;406380;220084404;92198240;33.69;157338424;77228084
axle;60;1415326036;10670244;253449312;95.96;405808;220856096;100439068;36.70;163853152;79855480
axle;60;1415326096;13384296;250735260;94.93;406472;224191396;94381228;34.49;157980156;83018668
axle;60;1415326156;12325564;251793992;95.33;406680;225245468;94381228;34.49;158134284;83919280
axle;60;1415326216;10766576;253352980;95.92;406908;226805084;94413888;34.50;159176152;84442752
axle;60;1415326276;12563236;251556320;95.24;407208;227371724;92054552;33.64;156561948;85239352
