# hostname;interval;timestamp;kbmemfree;kbmemused;%memused;kbbuffers;kbcached;kbcommit;%commit;kbactive;kbinact
axle;60;1415326382;11787484;252332072;95.54;407708;229678140;90571976;33.09;152092036;90486696
axle;60;1415326442;8672940;255446616;96.72;407856;232217288;91125528;33.30;153291508;92398240
axle;60;1415326502;8587888;255531668;96.75;408032;232436820;90949016;33.23;161517056;84252632
axle;60;1415326562;9153768;254965788;96.53;408184;232637980;90227460;32.97;160921724;84305736
axle;60;1415326622;6455228;257664328;97.56;408372;234113344;91441800;33.41;163167464;84749168
axle;60;1415326682;8515904;255603652;96.78;408512;233055108;90478696;33.06;163231040;82642012
axle;60;1415326742;8333568;255785988;96.84;408664;233264780;90498236;33.07;163353504;82688960
axle;60;1415326802;8220036;255899520;96.89;408844;233471944;90427748;33.04;163488440;82667948
axle;60;1415326862;6012804;258106752;97.72;408988;233589584;92487000;33.79;166450440;81925952
axle;60;1415326922;7988864;256130692;96.98;409164;233798700;90301556;32.99;164470816;81932160
axle;60;1415326982;7706040;256413516;97.08;409316;234003324;90452664;33.05;165165480;81519328
axle;60;1415327042;7267832;256851724;97.25;409500;234214512;90668672;33.13;165783828;81325812
axle;60;1415327102;7330212;256789344;97.22;409696;234437360;90339024;33.01;165811668;81233608
